Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,19,Sat,2017-12-09,20:30,Legia Warsaw,3–0,Nieciecza,11388,Stadion Miejski Legii Warszawa im. Marsz...,Piotr Lasyk,Match Report,
Regular Season,19,Sun,2017-12-10,15:30,Pogoń Szczecin,3–3,Zagłębie Lubin,2634,Stadion Miejski im. Floriana Krygiera,Tomasz Kwiatkowski,Match Report,
Regular Season,19,Sun,2017-12-10,15:30,Wisła Kraków,0–1,Wisła Płock,10141,Stadion Miejski im. Henryka Reymana,Bartosz Frankowski,Match Report,
Regular Season,19,Sun,2017-12-10,18:00,Lech Poznań,1–0,Cracovia,20692,INEA stadion,Mariusz Zlotek,Match Report,
,,,,,,,,,,,,
Regular Season,20,Tue,2017-12-12,18:00,Jagiellonia,5–1,Korona Kielce,4774,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,20,Tue,2017-12-12,18:00,Piast Gliwice,0–1,Legia Warsaw,5243,Stadion Miejski,Szymon Marciniak,Match Report,
Regular Season,20,Tue,2017-12-12,20:30,Nieciecza,2–1,Śląsk Wrocław,2009,Stadion Bruk-Bet,Paweł Raczkowski,Match Report,
Regular Season,20,Tue,2017-12-12,20:30,Arka Gdynia,1–0,Górnik Zabrze,6923,Stadion GOSiR,Paweł Gil,Match Report,
Regular Season,20,Wed,2017-12-13,18:00,Zagłębie Lubin,0–0,Lech Poznań,7629,Stadion Zagłębia Lubin,Jarosław Przybył,Match Report,
Regular Season,20,Wed,2017-12-13,18:00,Lechia Gdańsk,1–3,Pogoń Szczecin,9548,Stadion Energa Gdańsk,Zbigniew Dobrynin,Match Report,
Regular Season,20,Wed,2017-12-13,20:30,Cracovia,1–4,Wisła Kraków,14000,Stadion Cracovii,Krzysztof Jakubik,Match Report,
Regular Season,20,Wed,2017-12-13,20:30,Wisła Płock,2–2,Nowy Sącz,1719,Stadion im. Kazimierza Górskiego,Łukasz Szczech,Match Report,
,,,,,,,,,,,,
Regular Season,21,Fri,2017-12-15,18:00,Korona Kielce,1–1,Piast Gliwice,5277,Kolporter Arena,Mariusz Zlotek,Match Report,
Regular Season,21,Fri,2017-12-15,20:30,Śląsk Wrocław,1–0,Jagiellonia,4504,Stadion Miejski,Daniel Stefański,Match Report,
Regular Season,21,Sat,2017-12-16,15:30,Pogoń Szczecin,1–0,Arka Gdynia,3587,Stadion Miejski im. Floriana Krygiera,Krzysztof Jakubik,Match Report,
Regular Season,21,Sat,2017-12-16,18:00,Nowy Sącz,2–2,Lechia Gdańsk,834,Stadion im. Ojca Władysława Augustynka,Paweł Raczkowski,Match Report,
Regular Season,21,Sat,2017-12-16,20:30,Legia Warsaw,0–2,Wisła Płock,13721,Stadion Miejski Legii Warszawa im. Marsz...,Tomasz Musiał,Match Report,
Regular Season,21,Sun,2017-12-17,15:30,Lech Poznań,3–1,Nieciecza,8102,INEA stadion,Paweł Gil,Match Report,
Regular Season,21,Sun,2017-12-17,18:00,Wisła Kraków,1–2,Zagłębie Lubin,10515,Stadion Miejski im. Henryka Reymana,Tomasz Kwiatkowski,Match Report,
Regular Season,21,Mon,2017-12-18,18:00,Górnik Zabrze,0–4,Cracovia,17873,Arena Zabrze,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Regular Season,22,Fri,2018-02-09,18:00,Wisła Płock,4–2,Górnik Zabrze,4367,Stadion im. Kazimierza Górskiego,Tomasz Musiał,Match Report,
Regular Season,22,Fri,2018-02-09,20:30,Zagłębie Lubin,2–3,Legia Warsaw,9655,Stadion Zagłębia Lubin,Mariusz Zlotek,Match Report,
Regular Season,22,Sat,2018-02-10,15:30,Pogoń Szczecin,4–1,Nowy Sącz,4895,Stadion Miejski im. Floriana Krygiera,Paweł Gil,Match Report,
Regular Season,22,Sat,2018-02-10,18:00,Cracovia,2–1,Śląsk Wrocław,450,Stadion Cracovii,Paweł Raczkowski,Match Report,
Regular Season,22,Sat,2018-02-10,20:30,Lechia Gdańsk,1–1,Wisła Kraków,7915,Stadion Energa Gdańsk,Daniel Stefański,Match Report,
Regular Season,22,Sun,2018-02-11,15:30,Nieciecza,0–3,Korona Kielce,2128,Stadion Bruk-Bet,Tomasz Kwiatkowski,Match Report,
Regular Season,22,Sun,2018-02-11,18:00,Arka Gdynia,0–0,Lech Poznań,12568,Stadion GOSiR,Bartosz Frankowski,Match Report,
Regular Season,22,Mon,2018-02-12,18:00,Piast Gliwice,0–2,Jagiellonia,3174,Stadion Miejski,Szymon Marciniak,Match Report,
,,,,,,,,,,,,
Regular Season,23,Fri,2018-02-16,18:00,Nowy Sącz,3–3,Korona Kielce,1252,Stadion im. Ojca Władysława Augustynka,Krzysztof Jakubik,Match Report,
Regular Season,23,Fri,2018-02-16,20:30,Legia Warsaw,4–1,Śląsk Wrocław,23720,Stadion Miejski Legii Warszawa im. Marsz...,Jarosław Przybył,Match Report,
Regular Season,23,Sat,2018-02-17,15:30,Wisła Płock,2–0,Zagłębie Lubin,4011,Stadion im. Kazimierza Górskiego,Piotr Lasyk,Match Report,
Regular Season,23,Sat,2018-02-17,18:00,Jagiellonia,1–0,Cracovia,9090,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,23,Sat,2018-02-17,20:30,Wisła Kraków,3–2,Arka Gdynia,10027,Stadion Miejski im. Henryka Reymana,Szymon Marciniak,Match Report,
Regular Season,23,Sun,2018-02-18,15:30,Lechia Gdańsk,0–2,Piast Gliwice,7139,Stadion Energa Gdańsk,Paweł Gil,Match Report,
Regular Season,23,Sun,2018-02-18,18:00,Lech Poznań,2–0,Pogoń Szczecin,14348,INEA stadion,Paweł Raczkowski,Match Report,
Regular Season,23,Mon,2018-02-19,18:00,Górnik Zabrze,3–0,Nieciecza,12234,Arena Zabrze,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Regular Season,24,Fri,2018-02-23,18:00,Zagłębie Lubin,0–0,Arka Gdynia,3032,Stadion Zagłębia Lubin,Daniel Stefański,Match Report,
Regular Season,24,Fri,2018-02-23,20:30,Jagiellonia,4–1,Lechia Gdańsk,5942,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,24,Sat,2018-02-24,15:30,Nieciecza,1–0,Nowy Sącz,1658,Stadion Bruk-Bet,Szymon Marciniak,Match Report,
Regular Season,24,Sat,2018-02-24,18:00,Pogoń Szczecin,2–1,Wisła Płock,3688,Stadion Miejski im. Floriana Krygiera,Jarosław Przybył,Match Report,
Regular Season,24,Sat,2018-02-24,20:30,Cracovia,0–0,Legia Warsaw,2152,Stadion Cracovii,Bartosz Frankowski,Match Report,
Regular Season,24,Sun,2018-02-25,15:30,Piast Gliwice,0–0,Wisła Kraków,3396,Stadion Miejski,Zbigniew Dobrynin,Match Report,
Regular Season,24,Sun,2018-02-25,15:30,Śląsk Wrocław,1–1,Górnik Zabrze,9960,Stadion Miejski,Krzysztof Jakubik,Match Report,
Regular Season,24,Sun,2018-02-25,18:00,Korona Kielce,1–0,Lech Poznań,6853,Kolporter Arena,Mariusz Zlotek,Match Report,
,,,,,,,,,,,,
Regular Season,25,Tue,2018-02-27,18:00,Lechia Gdańsk,2–2,Nieciecza,2235,Stadion Energa Gdańsk,Tomasz Kwiatkowski,Match Report,
Regular Season,25,Tue,2018-02-27,18:00,Wisła Płock,0–1,Cracovia,899,Stadion im. Kazimierza Górskiego,Dominik Sulikowski,Match Report,
Regular Season,25,Tue,2018-02-27,20:30,Legia Warsaw,0–2,Jagiellonia,12939,Stadion Miejski Legii Warszawa im. Marsz...,Daniel Stefański,Match Report,
Regular Season,25,Tue,2018-02-27,20:30,Nowy Sącz,0–1,Zagłębie Lubin,312,Stadion im. Ojca Władysława Augustynka,Łukasz Szczech,Match Report,
Regular Season,25,Wed,2018-02-28,18:00,Wisła Kraków,1–1,Korona Kielce,4022,Stadion Miejski im. Henryka Reymana,Piotr Lasyk,Match Report,
Regular Season,25,Wed,2018-02-28,18:00,Górnik Zabrze,0–0,Pogoń Szczecin,6254,Arena Zabrze,Krzysztof Jakubik,Match Report,
Regular Season,25,Wed,2018-02-28,20:30,Arka Gdynia,0–0,Piast Gliwice,3074,Stadion GOSiR,Jarosław Przybył,Match Report,
Regular Season,25,Wed,2018-02-28,20:30,Lech Poznań,2–1,Śląsk Wrocław,4376,INEA stadion,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Regular Season,26,Fri,2018-03-02,18:00,Nieciecza,1–2,Wisła Płock,919,Stadion Bruk-Bet,Paweł Gil,Match Report,
Regular Season,26,Fri,2018-03-02,20:30,Zagłębie Lubin,0–0,Lechia Gdańsk,1821,Stadion Zagłębia Lubin,Paweł Raczkowski,Match Report,
Regular Season,26,Sat,2018-03-03,15:30,Śląsk Wrocław,0–0,Nowy Sącz,4406,Stadion Miejski,Mariusz Zlotek,Match Report,
Regular Season,26,Sat,2018-03-03,18:00,Korona Kielce,0–0,Pogoń Szczecin,4812,Kolporter Arena,Tomasz Musiał,Match Report,
Regular Season,26,Sat,2018-03-03,20:30,Piast Gliwice,0–3,Górnik Zabrze,5579,Stadion Miejski,Daniel Stefański,Match Report,Match awarded to Górnik Zabrze
Regular Season,26,Sun,2018-03-04,15:30,Cracovia,2–1,Arka Gdynia,2054,Stadion Cracovii,Tomasz Kwiatkowski,Match Report,
Regular Season,26,Sun,2018-03-04,18:00,Legia Warsaw,2–1,Lech Poznań,22892,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Regular Season,26,Mon,2018-03-05,18:00,Jagiellonia,2–0,Wisła Kraków,7414,Stadion Miejski,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Regular Season,27,Fri,2018-03-09,18:00,Górnik Zabrze,2–2,Zagłębie Lubin,12638,Arena Zabrze,Tomasz Kwiatkowski,Match Report,
Regular Season,27,Fri,2018-03-09,20:30,Wisła Kraków,3–1,Śląsk Wrocław,10224,Stadion Miejski im. Henryka Reymana,Daniel Stefański,Match Report,
Regular Season,27,Sat,2018-03-10,15:30,Nowy Sącz,0–3,Piast Gliwice,682,Stadion im. Ojca Władysława Augustynka,Bartosz Frankowski,Match Report,
Regular Season,27,Sat,2018-03-10,18:00,Pogoń Szczecin,0–3,Cracovia,6101,Stadion Miejski im. Floriana Krygiera,Paweł Raczkowski,Match Report,
Regular Season,27,Sat,2018-03-10,20:30,Wisła Płock,2–0,Korona Kielce,4097,Stadion im. Kazimierza Górskiego,Łukasz Szczech,Match Report,
Regular Season,27,Sun,2018-03-11,15:30,Lech Poznań,5–1,Jagiellonia,28587,INEA stadion,Tomasz Musiał,Match Report,
Regular Season,27,Sun,2018-03-11,18:00,Lechia Gdańsk,1–3,Legia Warsaw,12021,Stadion Energa Gdańsk,Jarosław Przybył,Match Report,
Regular Season,27,Mon,2018-03-12,18:00,Arka Gdynia,4–0,Nieciecza,4546,Stadion GOSiR,Szymon Marciniak,Match Report,
,,,,,,,,,,,,
Regular Season,28,Fri,2018-03-16,18:00,Piast Gliwice,0–0,Zagłębie Lubin,5397,Stadion Miejski,Łukasz Szczech,Match Report,
Regular Season,28,Fri,2018-03-16,20:30,Lech Poznań,3–0,Lechia Gdańsk,14104,INEA stadion,Daniel Stefański,Match Report,
Regular Season,28,Sat,2018-03-17,15:30,Nieciecza,2–4,Pogoń Szczecin,1253,Stadion Bruk-Bet,Jarosław Przybył,Match Report,
Regular Season,28,Sat,2018-03-17,18:00,Jagiellonia,3–2,Arka Gdynia,8787,Stadion Miejski,Mariusz Zlotek,Match Report,
Regular Season,28,Sat,2018-03-17,20:30,Korona Kielce,2–2,Górnik Zabrze,5791,Kolporter Arena,Krzysztof Jakubik,Match Report,
Regular Season,28,Sun,2018-03-18,15:30,Cracovia,2–1,Nowy Sącz,1783,Stadion Cracovii,Zbigniew Dobrynin,Match Report,
Regular Season,28,Sun,2018-03-18,15:30,Śląsk Wrocław,1–1,Wisła Płock,4207,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Regular Season,28,Sun,2018-03-18,18:00,Legia Warsaw,0–2,Wisła Kraków,20175,Stadion Miejski Legii Warszawa im. Marsz...,Bartosz Frankowski,Match Report,
,,,,,,,,,,,,
Regular Season,29,Sat,2018-03-31,15:30,Nieciecza,2–0,Cracovia,2510,Stadion Bruk-Bet,Paweł Raczkowski,Match Report,
Regular Season,29,Sat,2018-03-31,15:30,Górnik Zabrze,2–2,Nowy Sącz,13101,Arena Zabrze,Szymon Marciniak,Match Report,
Regular Season,29,Sat,2018-03-31,18:00,Korona Kielce,1–0,Lechia Gdańsk,7788,Kolporter Arena,Tomasz Kwiatkowski,Match Report,
Regular Season,29,Sat,2018-03-31,20:30,Arka Gdynia,1–0,Legia Warsaw,11762,Stadion GOSiR,Tomasz Musiał,Match Report,
Regular Season,29,Mon,2018-04-02,15:30,Wisła Płock,1–0,Piast Gliwice,2718,Stadion im. Kazimierza Górskiego,Mariusz Zlotek,Match Report,
Regular Season,29,Mon,2018-04-02,15:30,Zagłębie Lubin,1–0,Jagiellonia,4126,Stadion Zagłębia Lubin,Paweł Gil,Match Report,
Regular Season,29,Mon,2018-04-02,18:00,Wisła Kraków,1–3,Lech Poznań,20053,Stadion Miejski im. Henryka Reymana,Jarosław Przybył,Match Report,
Regular Season,29,Mon,2018-04-02,18:00,Pogoń Szczecin,3–2,Śląsk Wrocław,5524,Stadion Miejski im. Floriana Krygiera,Dominik Sulikowski,Match Report,
,,,,,,,,,,,,
Regular Season,30,Sat,2018-04-07,18:00,Legia Warsaw,3–0,Pogoń Szczecin,25115,Stadion Miejski Legii Warszawa im. Marsz...,Mariusz Zlotek,Match Report,
Regular Season,30,Sat,2018-04-07,18:00,Nowy Sącz,0–0,Wisła Kraków,1684,Stadion im. Ojca Władysława Augustynka,Łukasz Szczech,Match Report,
Regular Season,30,Sat,2018-04-07,18:00,Cracovia,2–2,Zagłębie Lubin,2238,Stadion Cracovii,Krzysztof Jakubik,Match Report,
Regular Season,30,Sat,2018-04-07,18:00,Śląsk Wrocław,1–1,Korona Kielce,9156,Stadion Miejski,Zbigniew Dobrynin,Match Report,
Regular Season,30,Sat,2018-04-07,18:00,Lech Poznań,3–1,Górnik Zabrze,36941,INEA stadion,Bartosz Frankowski,Match Report,
Regular Season,30,Sat,2018-04-07,18:00,Piast Gliwice,1–1,Nieciecza,4211,Stadion Miejski,Tomasz Musiał,Match Report,
Regular Season,30,Sat,2018-04-07,18:00,Jagiellonia,1–3,Wisła Płock,14094,Stadion Miejski,Daniel Stefański,Match Report,
Regular Season,30,Sat,2018-04-07,18:00,Lechia Gdańsk,4–2,Arka Gdynia,22871,Stadion Energa Gdańsk,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Relegation round,1,Fri,2018-04-13,18:00,Arka Gdynia,1–2,Lechia Gdańsk,11876,Stadion GOSiR,Paweł Raczkowski,Match Report,
Championship round,1,Fri,2018-04-13,20:30,Lech Poznań,0–1,Korona Kielce,20054,INEA stadion,Krzysztof Jakubik,Match Report,
Relegation round,1,Sat,2018-04-14,15:30,Cracovia,2–1,Piast Gliwice,2147,Stadion Cracovii,Paweł Gil,Match Report,
Championship round,1,Sat,2018-04-14,18:00,Jagiellonia,1–2,Górnik Zabrze,11098,Stadion Miejski,Tomasz Kwiatkowski,Match Report,
Championship round,1,Sat,2018-04-14,20:30,Legia Warsaw,0–1,Zagłębie Lubin,15873,Stadion Miejski Legii Warszawa im. Marsz...,Tomasz Musiał,Match Report,
Relegation round,1,Sun,2018-04-15,15:30,Pogoń Szczecin,2–0,Nieciecza,6592,Stadion Miejski im. Floriana Krygiera,Bartosz Frankowski,Match Report,
Relegation round,1,Sun,2018-04-15,18:00,Śląsk Wrocław,1–0,Nowy Sącz,6245,Stadion Miejski,Piotr Lasyk,Match Report,
Championship round,1,Mon,2018-04-16,18:00,Wisła Płock,2–2,Wisła Kraków,7012,Stadion im. Kazimierza Górskiego,Artur Aluszyk,Match Report,
,,,,,,,,,,,,
Relegation round,2,Fri,2018-04-20,18:00,Nieciecza,1–2,Śląsk Wrocław,2723,Stadion Bruk-Bet,Zbigniew Dobrynin,Match Report,
Championship round,2,Fri,2018-04-20,20:30,Zagłębie Lubin,0–1,Lech Poznań,12721,Stadion Zagłębia Lubin,Daniel Stefański,Match Report,
Relegation round,2,Sat,2018-04-21,15:30,Piast Gliwice,0–0,Pogoń Szczecin,3249,Stadion Miejski,Krzysztof Jakubik,Match Report,
Championship round,2,Sat,2018-04-21,18:00,Górnik Zabrze,0–1,Wisła Płock,14891,Arena Zabrze,Tomasz Musiał,Match Report,
Championship round,2,Sat,2018-04-21,20:30,Korona Kielce,0–3,Jagiellonia,7510,Kolporter Arena,Paweł Raczkowski,Match Report,
Relegation round,2,Sun,2018-04-22,15:30,Nowy Sącz,3–1,Arka Gdynia,807,Stadion Bruk-Bet,Jarosław Przybył,Match Report,
Championship round,2,Sun,2018-04-22,18:00,Wisła Kraków,0–1,Legia Warsaw,23156,Stadion Miejski im. Henryka Reymana,Mariusz Zlotek,Match Report,
Relegation round,2,Mon,2018-04-23,18:00,Lechia Gdańsk,0–0,Cracovia,8722,Stadion Energa Gdańsk,Tomasz Kwiatkowski,Match Report,
,,,,,,,,,,,,
Relegation round,3,Fri,2018-04-27,18:00,Arka Gdynia,1–5,Piast Gliwice,4666,Stadion GOSiR,Paweł Raczkowski,Match Report,
Championship round,3,Fri,2018-04-27,20:30,Legia Warsaw,3–1,Korona Kielce,16865,Stadion Miejski Legii Warszawa im. Marsz...,Piotr Lasyk,Match Report,
Championship round,3,Sat,2018-04-28,15:30,Wisła Płock,1–2,Zagłębie Lubin,7119,Stadion im. Kazimierza Górskiego,Krzysztof Jakubik,Match Report,
Relegation round,3,Sat,2018-04-28,18:00,Pogoń Szczecin,2–0,Nowy Sącz,15288,Stadion Miejski im. Floriana Krygiera,Tomasz Kwiatkowski,Match Report,
Championship round,3,Sat,2018-04-28,20:30,Lech Poznań,2–4,Górnik Zabrze,28629,INEA stadion,Bartosz Frankowski,Match Report,
Relegation round,3,Sun,2018-04-29,15:30,Cracovia,4–2,Nieciecza,2263,Stadion Cracovii,Mariusz Zlotek,Match Report,
Championship round,3,Sun,2018-04-29,18:00,Jagiellonia,0–1,Wisła Kraków,15534,Stadion Miejski,Daniel Stefański,Match Report,
Relegation round,3,Mon,2018-04-30,18:00,Śląsk Wrocław,3–1,Lechia Gdańsk,14314,Stadion Miejski,Paweł Gil,Match Report,
,,,,,,,,,,,,
Relegation round,4,Fri,2018-05-04,18:00,Cracovia,3–3,Śląsk Wrocław,2159,Stadion Cracovii,Daniel Stefański,Match Report,
Relegation round,4,Fri,2018-05-04,20:30,Lechia Gdańsk,0–1,Nieciecza,9411,Stadion Energa Gdańsk,Szymon Marciniak,Match Report,
Relegation round,4,Sat,2018-05-05,15:30,Nowy Sącz,2–1,Piast Gliwice,1374,Stadion Bruk-Bet,Krzysztof Jakubik,Match Report,
Relegation round,4,Sat,2018-05-05,18:00,Pogoń Szczecin,3–2,Arka Gdynia,10199,Stadion Miejski im. Floriana Krygiera,Mariusz Zlotek,Match Report,
Championship round,4,Sat,2018-05-05,20:30,Wisła Płock,0–0,Lech Poznań,10021,Stadion im. Kazimierza Górskiego,Tomasz Kwiatkowski,Match Report,
Championship round,4,Sun,2018-05-06,15:30,Korona Kielce,0–3,Wisła Kraków,7867,Kolporter Arena,Łukasz Szczech,Match Report,
Championship round,4,Sun,2018-05-06,15:30,Zagłębie Lubin,0–2,Górnik Zabrze,6125,Stadion Zagłębia Lubin,Paweł Gil,Match Report,
Championship round,4,Sun,2018-05-06,18:00,Jagiellonia,0–0,Legia Warsaw,18763,Stadion Miejski,Tomasz Musiał,Match Report,
,,,,,,,,,,,,
Relegation round,5,Tue,2018-05-08,18:00,Piast Gliwice,0–2,Lechia Gdańsk,3427,Stadion Miejski,Daniel Stefański,Match Report,
Relegation round,5,Tue,2018-05-08,18:00,Nieciecza,1–1,Nowy Sącz,3237,Stadion Bruk-Bet,Szymon Marciniak,Match Report,
Relegation round,5,Tue,2018-05-08,20:30,Arka Gdynia,2–0,Cracovia,3677,Stadion GOSiR,Zbigniew Dobrynin,Match Report,
Relegation round,5,Tue,2018-05-08,20:30,Śląsk Wrocław,2–0,Pogoń Szczecin,5142,Stadion Miejski,Bartosz Frankowski,Match Report,
Championship round,5,Wed,2018-05-09,18:00,Górnik Zabrze,2–2,Korona Kielce,15261,Arena Zabrze,Tomasz Kwiatkowski,Match Report,
Championship round,5,Wed,2018-05-09,18:00,Legia Warsaw,3–2,Wisła Płock,20541,Stadion Miejski Legii Warszawa im. Marsz...,Jarosław Przybył,Match Report,
Championship round,5,Wed,2018-05-09,20:30,Wisła Kraków,3–0,Zagłębie Lubin,7063,Stadion Miejski im. Henryka Reymana,Dominik Sulikowski,Match Report,
Championship round,5,Wed,2018-05-09,20:30,Lech Poznań,0–2,Jagiellonia,24288,INEA stadion,Piotr Lasyk,Match Report,
,,,,,,,,,,,,
Relegation round,6,Sat,2018-05-12,15:30,Pogoń Szczecin,1–1,Lechia Gdańsk,8761,Stadion Miejski im. Floriana Krygiera,Tomasz Kwiatkowski,Match Report,
Relegation round,6,Sat,2018-05-12,15:30,Nowy Sącz,0–1,Cracovia,2353,Stadion Bruk-Bet,Bartosz Frankowski,Match Report,
Relegation round,6,Sat,2018-05-12,15:30,Nieciecza,2–1,Arka Gdynia,2576,Stadion Bruk-Bet,Paweł Raczkowski,Match Report,
Relegation round,6,Sat,2018-05-12,15:30,Śląsk Wrocław,3–1,Piast Gliwice,8533,Stadion Miejski,Tomasz Musiał,Match Report,
Championship round,6,Sun,2018-05-13,18:00,Zagłębie Lubin,1–2,Jagiellonia,3890,Stadion Zagłębia Lubin,Jarosław Przybył,Match Report,
Championship round,6,Sun,2018-05-13,18:00,Wisła Płock,4–1,Korona Kielce,6315,Stadion im. Kazimierza Górskiego,Daniel Stefański,Match Report,
Championship round,6,Sun,2018-05-13,18:00,Legia Warsaw,2–0,Górnik Zabrze,29809,Stadion Miejski Legii Warszawa im. Marsz...,Szymon Marciniak,Match Report,
Championship round,6,Sun,2018-05-13,18:00,Wisła Kraków,1–1,Lech Poznań,20823,Stadion Miejski im. Henryka Reymana,Krzysztof Jakubik,Match Report,
,,,,,,,,,,,,
Relegation round,7,Sat,2018-05-19,18:00,Piast Gliwice,4–0,Nieciecza,6249,Stadion Miejski,Szymon Marciniak,Match Report,
Relegation round,7,Sat,2018-05-19,18:00,Arka Gdynia,0–1,Śląsk Wrocław,6222,Stadion GOSiR,Wojciech Myć,Match Report,
Relegation round,7,Sat,2018-05-19,18:00,Cracovia,1–4,Pogoń Szczecin,2199,Stadion Cracovii,Mariusz Zlotek,Match Report,
Relegation round,7,Sat,2018-05-19,18:00,Lechia Gdańsk,1–1,Nowy Sącz,12080,Stadion Energa Gdańsk,Zbigniew Dobrynin,Match Report,
Championship round,7,Sun,2018-05-20,18:00,Górnik Zabrze,2–0,Wisła Kraków,24563,Arena Zabrze,Jarosław Przybył,Match Report,
Championship round,7,Sun,2018-05-20,18:00,Korona Kielce,0–2,Zagłębie Lubin,6268,Kolporter Arena,Artur Aluszyk,Match Report,
Championship round,7,Sun,2018-05-20,18:00,Jagiellonia,2–1,Wisła Płock,20086,Stadion Miejski,Piotr Lasyk,Match Report,
Championship round,7,Sun,2018-05-20,18:00,Lech Poznań,0–3,Legia Warsaw,,INEA stadion,Daniel Stefański,Match Report,Match awarded to Legia Warsaw